anime_id,watching,completed,on-hold,dropped,plan to watch,total
5670,1007,7557,995,1339,7801,18699
4004,583,3434,319,273,2088,6697
31521,228,5810,136,84,2334,8592
33429,12,205,0,35,59,311
4244,59,234,51,78,616,1038
20423,349,20643,244,149,5963,27348
29797,8,123,4,38,61,234
29989,9,329,6,29,72,445
29351,6,63,2,61,59,191
50916,3,2,1,1,10984,10991
1395,75,1280,45,73,769,2242
4509,26,473,19,62,274,854
664,686,25450,596,459,13421,40612
12679,11561,46062,7022,6170,79356,150171
3050,564,5899,328,287,2184,9262
32928,6,154,0,21,23,204
49,1145,36246,922,961,10330,49604
1552,41,439,27,57,461,1025
44026,7,29,3,43,62,144
40639,369,3325,182,168,1139,5183
35330,21028,99710,11530,21531,40094,193893
6351,2054,213866,1109,681,26381,244091
5588,65,316,32,80,257,750
49678,0,40,0,3,9,52
24695,657,31406,308,183,7549,40103
8584,76,739,38,64,1063,1980
39505,1,13,1,30,24,69
759,4355,151417,1786,737,84435,242730
8290,288,1497,189,143,1046,3163
19069,10,86,5,33,104,238
36743,6,217,0,24,48,295
35391,21,617,6,40,86,770
33366,37,309,20,41,236,643
1275,253,1612,175,170,1135,3345
3843,42,837,30,85,460,1454
1409,116,2223,101,129,1366,3935
48742,3,0,1,0,6694,6698
34717,7,50,1,32,35,125
39498,9,212,3,43,50,317
10465,5243,27483,2660,4367,28568,68321
49233,2,1,2,1,76749,76755
42333,11,36,4,49,78,178
33422,15,93,0,44,69,221
38015,151,181,113,38,17791,18274
1784,118,812,64,113,549,1656
39212,1,141,0,18,30,190
6811,9914,174735,6399,4040,53091,248179
5311,73,602,55,144,419,1293
5017,12,888,5,30,208,1143
928,189,3867,144,308,852,5360
40868,5,111,1,16,45,178
19629,385,2043,200,184,901,3713
36943,4892,28405,1364,4634,19386,58681
2410,254,1814,139,167,1036,3410
635,681,9123,729,1026,5713,17272
24501,41,29,13,65,159,307
1263,324,2793,192,207,1789,5305
1456,174,1738,197,304,1816,4229
10713,575,27068,318,169,7909,36039
249,69684,366267,64162,53524,140383,694020
34191,7,26,1,50,42,126
37433,644,1455,270,704,3105,6178
4196,2213,37657,1431,1675,16691,59667
31886,2394,22172,910,907,4059,30442
60,8864,123508,10317,10432,57915,211036
7474,249,7972,156,111,2777,11265
1484,239,4303,111,150,3119,7922
50119,1,25,0,2,4,32
28761,68,7792,33,92,860,8845
1835,608,7160,615,682,2997,12062
38265,1172,3022,407,292,1434,6327
29231,34,304,19,50,259,666
30290,301,2450,213,196,5254,8414
50405,0,0,0,0,908,908
2551,107,921,64,109,541,1742
29165,432,3483,389,268,2799,7371
4929,80,367,38,107,769,1361
27411,1021,21339,510,278,20088,43236
30868,1099,23544,517,815,15928,41903
24071,20,372,28,64,334,818
35263,10,251,4,20,100,385
27945,537,6962,367,179,5890,13935
43395,0,9,1,5,11,26
15537,2685,10413,1062,746,5762,20668
41179,4,401,5,7,41,458
22567,12,144,2,40,82,280
42802,4,86,0,6,21,117
6444,6597,50773,6714,6318,41787,112189
22429,2959,46893,1131,1056,7028,59067
885,2898,58104,1191,613,53286,116092
38807,807,33250,284,599,8249,43189
6609,392,11585,310,689,1414,14390
12141,28,570,19,46,457,1120
34929,7,314,3,20,61,405
687,6178,84955,7347,10332,24102,132914
1493,241,2851,204,159,1967,5422
2980,73,410,75,104,630,1292
30600,88,3728,41,70,1016,4943
50099,1,0,0,0,2594,2595
13359,15,396,4,34,109,558
31370,790,6724,508,1120,3411,12553
50051,0,0,0,0,783,783
1708,142,799,82,151,1066,2240
35015,4120,44744,1768,1750,27642,80024
42805,9,23,3,11,254,300
36806,7,91,3,24,46,171
5143,73,268,45,111,632,1129
9525,36,237,18,46,389,726
32811,6,306,1,19,61,393
5550,81,486,51,91,451,1160
6882,494,11247,337,306,3942,16326
16740,76,1427,51,61,747,2362
23347,19,120,14,82,127,362
19815,77459,1707523,33281,48393,234539,2101195
40833,1797,6388,415,787,2979,12366
3946,78,1853,65,76,1514,3586
50685,4,0,1,0,3429,3434
2937,195,11810,183,136,3726,16050
33515,254,2372,188,176,923,3913
677,182,931,135,149,1645,3042
6421,4378,101452,2543,974,33498,142845
37481,1128,4574,573,2009,6229,14513
2224,213,1838,167,224,2140,4582
34076,3394,28879,1636,1023,22574,57506
45519,1,9,1,11,19,41
30370,8369,81794,3607,1070,21660,116500
3977,76,1553,80,78,1233,3020
31147,6142,28286,4890,10427,32377,82122
27821,4062,244846,1292,794,32606,283600
9232,361,6341,151,230,1742,8825
35022,8,57,2,37,55,159
18577,14,99,8,41,76,238
2310,49,600,29,54,628,1360
39148,1,19,2,28,34,84
484,162,6017,148,119,2692,9138
35306,12,56,8,49,83,208
28789,182,10303,118,171,2673,13447
47777,0,0,0,0,2036,2036
39147,3,15,1,30,27,76
33791,11,467,4,38,68,588
31427,117,577,65,122,471,1352
38510,9,243,2,23,57,334
20231,17,69,14,72,139,311
36163,10,126,3,39,77,255
1844,592,5981,831,801,4621,12826
12549,18193,255659,10354,20249,70082,374537
40060,22050,189368,8788,10450,68150,298806
28245,10,591,6,50,126,783
39262,2,14,2,26,31,75
49214,191,564,79,98,1348,2280
48495,10,46,5,50,140,251
35233,13,42,8,49,109,221
31551,25,577,13,30,202,847
30072,6,120,1,30,54,211
11209,2730,38116,997,691,11402,53936
30278,44,253,22,41,587,947
42074,20,151,14,36,322,543
49314,6,93,2,3,35,139
138,2794,113876,993,932,17887,136482
32446,62,1858,16,66,467,2469
44060,0,0,0,0,288,288
2567,44,1243,38,168,292,1785
33814,970,11305,402,2649,3517,18843
39960,1021,9418,292,547,4612,15890
45766,1,5,0,10,18,34
49587,668,0,26,20,1413,2127
36173,29,2439,7,21,183,2679
41923,1980,1676,340,342,3623,7961
47639,3458,3318,1065,4045,12218,24104
320,1674,38840,694,720,17051,58979
34399,1058,3181,350,281,1453,6323
26233,6,32,4,41,47,130
1271,161,2390,91,110,1597,4349
33205,60,3067,18,50,591,3786
49469,0,0,0,0,27210,27210
6025,52,598,28,102,311,1091
20517,2506,30544,1775,846,14968,50639
408,582,52060,318,200,9833,62993
387,10842,103969,8931,6007,112495,242244
14995,590,3493,361,248,1882,6574
33821,6,28,3,48,36,121
33433,14698,71302,8504,18308,49954,162766
454,251,14359,231,358,4664,19863
37942,4,62,4,38,37,145
34258,13,31,5,41,110,200
39939,2,132,1,9,25,169
1842,1187,53130,564,563,7333,62777
11687,36,4250,9,54,404,4753
10087,58644,935367,29442,20283,275602,1319338
43688,2,69,2,6,14,93
38701,10,433,2,23,81,549
2225,952,22133,1025,1230,5832,31172
37620,127,101,49,75,1167,1519
35383,49,330,22,111,228,740
464,879,68799,508,358,11271,81815
12259,18,256,11,44,220,549
590,995,15302,711,974,6695,24677
48763,2,13,3,23,26,67
17245,15,681,6,24,132,858
38585,0,0,0,0,5500,5500
571,135,1498,99,177,1381,3290
13969,25,1495,14,43,368,1945
3383,106,769,54,80,441,1450
9691,54,328,33,55,522,992
40780,75,1248,25,81,644,2073
15051,19059,258189,10501,14174,105494,407417
39220,7,106,1,17,44,175
18397,14287,319222,6670,2529,47158,389866
8920,62,707,23,39,787,1618
10178,1477,7064,859,470,9950,19820
8661,8,528,6,43,103,688
37286,152,2677,51,97,4528,7505
43350,59,438,19,60,388,964
5040,10311,122035,7262,5547,64320,209475
34366,22,656,12,55,277,1022
3437,423,918,361,285,2176,4163
36700,38,0,13,51,79,181
33797,1274,10274,674,1715,5413,19350
29387,35,36,9,62,74,216
35448,346,4784,158,517,1193,6998
13055,2678,80243,1803,781,15219,100724
37839,0,0,0,0,8199,8199
24231,7405,136726,4412,3679,33960,186182
3266,257,13186,194,158,3212,17007
202,14355,146033,15901,12692,110490,299471
8604,16,558,5,46,106,731
6133,33,223,26,79,216,577
33047,11897,99266,6271,12327,63980,193741
8671,8,256,5,31,65,365
4010,729,8270,436,437,2771,12643
16906,215,560,181,310,587,1853
3332,908,1338,621,364,4895,8126
41223,667,2067,161,182,2742,5819
4563,99,859,65,140,631,1794
40048,611,4010,340,262,1634,6857
38535,14,133,8,29,60,244
3303,191,1388,123,130,757,2589
4049,39,380,34,113,291,857
28677,28556,502754,14272,16068,119285,680935
36670,10,188,0,21,42,261
35443,34,114,13,56,312,529
9544,256,19502,96,110,3299,23263
28201,16,100,7,52,146,321
43418,15,230,6,12,88,351
18137,26,80,21,111,181,419
2051,89,927,82,113,995,2206
40000,6,119,1,9,24,159
37511,71,1072,19,59,513,1734
39071,10699,55258,4043,4344,48408,122752
2421,35,494,8,34,314,885
2288,284,3029,332,506,2476,6627
11835,75,413,41,94,591,1214
28655,14,415,1,28,83,541
40487,38,35,15,101,161,350
1189,283,2832,364,422,2115,6016
40369,395,5135,121,162,3199,9012
27629,469,3855,363,619,3083,8389
34374,432,6512,229,177,6013,13363
37430,101833,813245,22743,25420,145804,1109045
26099,14,40,3,46,73,176
35496,8,82,2,28,56,176
20757,1265,5556,522,448,2694,10485
2166,898,15891,979,1120,7664,26552
2075,64,275,55,101,518,1013
3060,250,2956,173,224,3607,7210
2547,557,11835,454,488,4321,17655
32748,8,364,4,23,62,461
10706,15,101,7,58,100,281
2299,50,1119,35,62,713,1979
2955,490,6197,297,250,1683,8917
2282,108,318,84,103,856,1469
1722,6037,52000,4226,4330,27057,93650
35514,10,147,1,11,35,204
45653,2,0,0,0,28704,28706
1228,113,1839,70,93,1246,3361
49200,459,13774,131,61,4279,18704
48701,0,0,0,0,335,335
28657,13,837,6,38,139,1033
149,4590,86877,4270,9589,26057,131383
35926,4543,729,1459,599,2630,9960
39544,5,106,0,7,24,142
10056,10,138,5,66,92,311
11759,29560,443367,22217,43259,119239,657642
33508,163,461,67,127,1036,1854
20955,24,336,12,79,229,680
42163,411,1,105,58,1321,1896
3095,130,1096,65,93,1270,2654
30435,14,91,6,36,115,262
50483,1,29,0,4,5,39
34738,153,1713,54,199,656,2775
5849,90,1221,68,107,1250,2736
35169,6,17,1,40,35,99
17887,69,957,28,36,540,1630
2390,1389,15528,2240,3495,4778,27430
49195,1,9,4,10,15,39
47972,6,178,5,5,69,263
930,855,3610,649,392,8211,13717
6953,27,3273,22,60,380,3762
45704,4,15,4,12,48,83
4365,389,2973,250,199,1540,5351
2178,397,10326,163,152,5321,16359
683,51,1275,53,55,573,2007
30905,15,88,0,41,79,223
30870,547,7815,415,454,13823,23054
32851,10,171,2,20,36,239
1973,78,1607,41,73,1385,3184
38785,3,86,2,24,36,151
1820,83,941,45,74,842,1985
24197,16,793,4,21,102,936
13769,58,223,32,71,358,742
25519,7890,61903,4957,6167,56792,137709
33511,859,14785,798,692,19560,36694
26097,8,59,4,47,70,188
3644,147,760,84,128,537,1656
2422,81,1292,40,58,1194,2665
22877,14647,233319,5826,10000,62552,326344
7152,533,1904,484,608,3842,7371
29575,4199,32621,1645,1364,9195,49024
48006,1,8,2,17,26,54
13223,286,3864,179,226,1404,5959
3110,118,1333,130,174,1499,3254
9617,4164,218459,1963,1009,60685,286280
44161,0,7,0,11,10,28
38271,20,574,19,33,348,994
5690,3153,85517,1892,1038,28300,119900
37905,0,0,0,0,8480,8480
42187,324,1115,39,83,457,2018
47971,1,11,0,12,19,43
7528,25,764,12,60,272,1133
1989,34,1948,25,60,373,2440
36050,8,487,3,14,79,591
39922,3,119,2,10,18,152
32607,6945,38575,4789,6668,39103,96080
37509,2039,6518,925,4176,9733,23391
21405,14873,226504,7781,9095,89050,347303
50673,418,1592,73,36,1479,3598
40543,31,98,19,35,347,530
20031,15293,233518,8608,9766,87294,354479
369,5896,33576,4866,4863,62883,112084
8687,6523,6,2641,3312,3415,15897
48068,1,5,0,11,15,32
48072,1,6,1,10,18,36
34153,20,264,6,33,132,455
33731,24663,253844,12922,16737,95984,404150
915,483,9001,487,571,3298,13840
33674,18322,536058,5695,5446,180635,746156
44931,1404,61155,366,123,34053,97101
7981,20,245,20,94,133,512
34785,17,183,1,17,81,299
33522,173,2537,74,115,1790,4689
2392,115,10503,50,126,779,11573
31737,15228,308668,5588,7897,43803,381184
32797,12,37,3,55,55,162
31914,9201,49207,4713,11309,33724,108154
13311,10,528,4,38,93,673
39833,29,279,12,28,307,655
9172,24,342,13,62,254,695
33975,104,1044,57,369,604,2178
3806,77,394,63,140,611,1285
642,244,13936,241,149,3471,18041
7505,232,0,58,171,322,783
47614,107,711,35,36,751,1640
1845,250,1633,244,223,2046,4396
35639,17798,127722,7673,11834,97053,262080
35372,56,0,13,80,89,238
30133,19,335,7,33,268,662
33730,404,6651,186,224,6337,13802
42697,7,186,5,26,110,334
3488,258,2767,134,123,5017,8299
31464,7,61,2,42,47,159
38741,452,1283,94,177,1058,3064
49903,1,61,0,4,16,82
2607,147,2623,81,100,2767,5718
22031,48,430,22,32,310,842
49692,1,0,0,0,11135,11136
4549,568,5534,431,461,4330,11324
2433,607,5329,300,273,1941,8450
30543,556,2361,234,217,1325,4693
37598,3746,15854,1551,4273,16696,42120
3317,73,395,68,110,507,1153
32218,25,125,13,48,211,422
2540,214,1532,130,150,1081,3107
44412,518,1981,45,81,898,3523
8191,21,69,18,49,194,351
25623,35,77,12,60,373,557
10471,71,1487,35,66,546,2205
33085,22,84,5,89,122,322
40555,5,141,2,7,27,182
18507,37643,508895,21424,33547,111677,713186
23267,17,344,9,56,97,523
28593,445,6303,267,176,4493,11684
32438,13171,117884,5693,23281,43486,203515
35681,9,94,9,36,326,474
38031,713,3849,314,246,1807,6929
19669,619,38694,308,256,7939,47816
3613,2916,31126,2218,2548,28572,67380
49943,762,1,253,98,503,1617
5251,762,22962,306,233,8328,32591
33552,14,231,15,43,137,440
43670,0,11,2,6,8,27
31430,4536,56260,1888,6874,14141,83699
5656,45,2142,54,103,728,3072
23871,62,1132,64,92,1052,2402
1936,62,546,60,125,740,1533
33193,35,215,26,63,309,648
18729,78,712,40,116,1106,2052
6115,474,23723,259,250,6345,31051
3542,87,584,47,96,409,1223
20261,31,189,26,54,171,471
10679,69,2561,54,97,1210,3991
4061,77,1318,76,113,733,2317
14189,1102,56910,513,238,13591,72354
16472,1039,7549,454,392,2887,12321
36315,8,20,3,41,37,109
721,7273,70433,7639,5543,56169,147057
35585,18,725,10,17,229,999
29485,17,39,5,54,57,172
36549,11,65,6,43,66,191
38891,206,1824,67,65,2568,4730
6413,47,1309,20,48,530,1954
2374,201,1357,115,131,729,2533
207,3291,26579,2079,1765,25196,58910
41192,9,236,0,35,69,349
288,2153,85234,2022,4919,5943,100271
10203,11,103,4,62,91,271
36226,71,177,40,65,398,751
33994,613,5686,327,243,10128,16997
7463,384,6630,237,299,3065,10615
3980,143,1151,80,135,574,2083
39682,4,111,1,16,19,151
33998,11,76,7,37,129,260
11739,2837,51645,1887,1277,23506,81152
17673,20,93,14,67,225,419
22513,30,2301,14,28,297,2670
29085,771,4652,341,264,1859,7887
912,438,1315,506,487,2964,5710
10338,513,2780,355,637,3083,7368
44077,2,44,0,2,7,55
1985,439,6102,403,567,2463,9974
12135,22,595,14,35,280,946
2028,24,257,15,51,239,586
39876,3,68,4,25,44,144
33545,11,452,4,31,98,596
33369,7,455,3,15,49,529
39299,1095,2107,375,245,1018,4840
40152,148,1255,85,92,1233,2813
27909,348,2917,204,187,1168,4824
29957,8,727,5,28,69,837
4548,8879,43219,5474,5963,76480,140015
20007,39,146,28,112,258,583
4841,107,590,50,105,670,1522
35720,357,3873,207,164,4263,8864
32665,37,187,11,51,305,591
2741,49,229,20,74,343,715
14077,281,4177,251,266,5102,10077
21353,9762,88180,6751,13827,41573,160093
22979,18,116,9,51,171,365
10923,136,4674,85,89,1785,6769
49379,3,14,3,20,22,62
28431,95,7415,69,119,1432,9130
10653,14,90,5,49,124,282
18119,10594,108098,5916,6197,65321,196126
29834,35,224,11,65,277,612
23065,16,478,13,30,236,773
18429,460,20628,231,227,5837,27383
4103,48,1137,18,51,518,1772
3522,101,1354,65,69,1577,3166
2409,763,6543,698,651,5190,13845
41276,32,0,18,50,83,183
11319,9603,306558,5394,5895,48978,376428
36754,16798,56633,6354,8135,44524,132444
2190,105,741,86,118,550,1600
45781,1,27,1,9,18,56
28053,23,566,20,52,324,985
40020,0,0,0,0,5995,5995
10469,308,10772,226,130,5615,17051
41094,16030,107213,3880,5843,53515,186481
2610,166,779,110,125,944,2124
35285,178,3990,100,92,3349,7709
40245,73,1798,29,37,1132,3069
2620,151,2893,119,158,921,4242
2203,329,2719,221,203,2549,6021
30721,2911,20244,1394,3229,18626,46404
2515,121,10735,115,129,1958,13058
35301,28,298,29,53,507,915
30262,192,3095,75,130,1036,4528
32895,963,4276,458,315,1917,7929
23713,10,34,4,41,49,138
17624,18,90,11,60,117,296
7479,96,218,49,108,739,1210
62,3293,37467,2969,4056,24074,71859
34845,59,0,30,57,136,282
9387,18,151,11,58,150,388
1029,1848,78510,1065,786,35705,117914
38328,15858,49530,6570,16013,51909,139880
6220,370,2706,214,223,1234,4747
50360,10,12,4,0,53403,53429
6299,104,3418,93,92,1560,5267
29830,299,3552,189,126,4348,8514
2871,734,6407,412,417,2464,10434
34639,753,3269,364,303,1790,6479
35905,12764,88554,4809,8840,53558,168525
38013,9,48,9,46,218,330
5819,113,1958,54,71,2330,4526
18391,91,954,65,124,622,1856
33878,16,178,14,48,196,452
211,185,1996,123,138,987,3429
38081,696,15250,253,155,9916,26270
48651,2547,0,719,241,961,4468
20533,2327,20545,1399,3417,10742,38430
38360,802,9747,374,163,9063,20149
50330,6,1,3,3,68326,68339
38484,5,22,2,37,37,103
1746,294,6576,367,813,2379,10429
2068,118,1065,65,85,1335,2668
49053,618,21826,202,96,31993,54735
8709,86,3937,99,128,1767,6017
38762,4,154,1,10,33,202
50549,3,0,4,0,27191,27198
10202,31,407,12,48,231,729
21055,20,506,5,29,99,659
39372,6,51,7,32,58,154
50737,6,159,0,2,53,220
43541,0,7,1,6,11,25
30157,6,184,1,35,38,264
48307,1,12,1,19,19,52
13935,45,646,28,70,501,1290
49361,998,9525,176,39,5104,15842
22113,162,1596,107,130,1679,3674
20123,15,84,7,53,108,267
40667,148,987,71,73,1350,2629
37103,765,12490,395,269,10584,24503
11123,3944,122265,1649,1870,13897,143625
447,620,8598,983,1394,5931,17526
13117,749,12984,384,275,11908,26300
39711,11,67,1,38,70,187
8208,88,1273,49,43,989,2442
5472,13,398,19,33,270,733
30651,778,2576,570,1441,1477,6842
22641,12,93,5,42,96,248
39453,2,11,4,36,31,84
42967,19,0,10,37,66,132
29980,30,1786,16,54,379,2265
9091,167,1499,134,115,744,2659
8644,16,121,7,53,118,315
35776,87,3048,46,33,969,4183
446,271,4772,350,464,3670,9527
38534,23,157,12,32,75,299
36456,129914,1547363,19538,16398,117097,1830310
1670,111,8134,93,153,1449,9940
1414,104,3478,95,87,2163,5927
31055,64,510,32,96,742,1444
2375,162,1231,99,120,578,2190
661,127,1620,94,130,1229,3200
4662,714,11915,585,632,5164,19010
12321,750,13603,387,728,7032,22500
3483,73,1586,65,74,1241,3039
17615,30,187,20,48,380,665
37067,8,122,0,21,44,195
33729,463,7269,211,245,6793,14981
2179,87,1246,62,106,1191,2692
3998,292,1489,161,145,1036,3123
20039,233,9532,136,106,3185,13192
1045,959,12134,877,1213,8005,23188
41522,4,24,5,51,44,128
22689,1206,25065,931,1003,6000,34205
21025,26,156,16,59,437,694
50414,0,0,0,0,2980,2980
8357,23,135,15,90,182,445
43814,19408,73373,2973,5981,34995,136730
45,33933,239783,33995,20622,112026,440359
14249,16,210,12,51,239,528
37892,6,21,2,38,44,111
7793,83,521,65,100,769,1538
8603,18,590,10,31,316,965
1475,159,4302,123,91,2162,6837
34549,1746,18782,620,411,16656,38215
40171,12,198,1,17,77,305
39039,77,143,19,155,532,926
33913,14,40,3,43,59,159
16928,172,4206,127,117,3134,7756
45486,2,0,1,1,23760,23764
10714,538,25561,281,163,7690,34233
8993,53,568,32,75,413,1141
50590,1,0,0,0,732,733
614,401,3175,333,430,4237,8576
4737,66,343,53,142,404,1008
49285,1102,1,124,364,1669,3260
8407,7106,217487,3644,4015,36368,268620
43243,0,11,2,7,11,31
3578,332,2590,197,207,1155,4481
9807,11,102,9,67,74,263
9391,30,169,26,62,321,608
4210,69,704,27,71,982,1853
19463,10,60,2,48,59,179
39199,12324,52057,4179,13132,30406,112098
2006,597,41305,329,372,5340,47943
1038,135,1127,96,109,827,2294
1146,255,10682,158,131,3055,14281
38252,772,3908,358,232,1468,6738
48073,0,3,0,9,15,27
40990,4,70,1,7,30,112
48779,1,0,1,0,5604,5606
291,942,20607,897,938,8599,31983
3272,743,3603,715,794,4229,10084
4037,843,24716,541,332,16494,42926
21603,23017,239837,16710,22518,110081,412163
1884,135,998,136,246,902,2417
10731,173,7346,105,136,2375,10135
37671,75,254,25,46,626,1026
38011,14,74,14,37,367,506
3854,75,894,72,87,1177,2305
12281,1099,15884,1021,980,7944,26928
42268,159,342,38,95,281,915
40192,943,7368,268,454,3013,12046
35785,7,168,4,19,60,258
20057,20478,155219,15932,12786,105800,310215
12461,5593,56696,3757,7258,30584,103888
28959,12,620,9,24,132,797
36432,20154,100546,8012,8994,76664,214370
31686,22,1259,4,33,154,1472
1775,335,1540,228,353,3873,6329
44089,2,43,0,2,4,51
40367,58,148,23,89,400,718
36952,305,0,104,95,2353,2857
36112,40,115,12,40,277,484
8215,79,257,41,85,793,1255
35137,33,243,22,53,330,681
42076,67,2909,11,34,175,3196
5570,58,441,42,97,309,947
2490,307,25650,248,228,4829,31262
8731,9,466,9,62,144,690
36543,45,0,17,63,71,196
22125,528,34418,290,233,7740,43209
30763,10,125,5,48,85,273
5152,440,41188,249,242,4690,46809
17167,32,243,23,61,312,671
